book_id,book_name,comment_id,comment_username,comment_timestamp,comment_location,comment_rating,comment_content,comment_isuseful
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4265620149,tomsheep,2024-08-07 16:35:33,北京,推荐,面向的是初学者，大部分内容我是跳着看的，有少部分还是对我有输入，尤其是matplotlib绘图那部分（因为原本不太熟）。作者是很有诚意的，写的很认真，不过我很怀疑这样的编排方式是否真的适合读者，大量篇幅都在堆知识点（有些过细了），反而没有太多解释「为什么」，我觉得即便是初学者，也应该把主要精力放在「道」而非「术」上。有很多代码，但代码多并不等于离实践更近,
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4364006930,低度开发的,2024-11-28 21:48:00,广东,,连jupyterlab怎么用都讲了，太用心了，要是早点看到也不至于听了那么多垃圾网课和学校课,
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4340683230,催眠,2024-10-31 23:49:01,上海,推荐,最重要的点在于将多种不同的领域、库整合起来，同时突出了可视化。虽然不是专门讲可视化，却比很多可视化的书效果更好，原因是书中有大量的可视化代码，使用熟练后会对 matplotlib、seaborn、plotly 三种库的机制有比较全面的理解。,
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4467357414,汀香水榭,2025-03-16 18:45:02,四川,推荐,字数超标，详见书评。,
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4440913990,Lee,2025-02-12 22:06:36,北京,力荐,"搭配生姜老师的b站视频真的太棒了！
学完第一本马上入手全套，非常新手友好，而且可以培养起来浓厚的兴趣~",
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4502322951,Heisenberg,2025-04-09 09:44:53,,推荐,"作者有才华有诚意，有奉献精神。
但书不太符合我的学习习惯。",
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4305198652,柠檬果冻ss,2024-09-21 11:39:58,上海,力荐,不错的一套书籍，推荐,
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4330912159,ENGChampion-AFC,2024-10-20 12:44:17,陕西,力荐,非常佩服作者姜老师，整套书的知识体系非常系统，自己看配合里面的练习学起来很快，比我上大学的时候用的课本不知道高到哪里去了哈哈哈,
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4181448627,雨天,2024-05-06 23:33:07,辽宁,力荐,不错  买来送人的，里面排版很漂亮，也很通俗易懂，万事开头难，坚持走自己认为正确的路，只要肯下功夫没什么学不会的。,
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4180320195,怕熟人看见,2024-10-30 09:16:45,北京,力荐,棒极了！,
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4170439123,黑桃L,2024-04-26 09:23:29,江苏,力荐,好书好书，真的适合零基础学编程，让我们剑指AI！,
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4175127115,Kevin,2024-05-01 08:35:51,甘肃,力荐,"对这本书的期待已经很久了，首次拜读是作者写的《数学要素》，后面又是《矩阵力量》和《统计至简》，非常棒的系列，每次都是急不可耐的首次全价购买，这次终于买到首发半价，还能有机会写书评。
从书的内容和质量来说，作者的对编程和数学的结合能力毋庸置疑，内容和形式非常值得借鉴，说“拜读”是因为书中所说的内容和讲授的形式是我值得努力达到的境界，以目前看到市场上的书来说，几乎没有那个作者或者出版社肯这样花心思和代价是做这样的高质量图书，网上看到这本书得到了广大读者的认可，获得了出版社的高级别奖，我只能说“实至名归”，群中的眼睛是雪亮的。前几本纸质书虽也有个别印刷或者小问题，但是我觉的完全不影响大家阅读，这是一本值得我去反复看、并为它纠错的书，原因很简单，好书我希望它更好，能更好的为广大的读者服务。",
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4362541271,Look,2024-11-24 07:06:44,陕西,力荐,"前前后后看了不下5本python图书或视频，只有姜博士的视频完整看完了。现在终于明白当初本科系主任为什么要给文科专业安排高数线代概率论三座大山压榨我们，调包确实如姜博士所说很cheap,虽然当初三座大山学的也不怎么扎实，但毕竟看见相关内容不怵，下一本可视之美继续学！学到最后才发现，数学和哲学才是顶流！
非常推荐小伙伴阅读鸢尾花图书，可能我们不能像数学家或哲学家那样起源发现规则，但能够深入了解世界的底层逻辑，提升认知水平，人生乐趣正在于此呀我的朋友！",
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4178007395,雨中寻,2024-05-03 22:58:06,江苏,力荐,"接触姜老师的书是从数学要素的视频教学开始的，是开源的学习资料，高质量要整这点这太难得了。
       看过不少付费的知识类教学内容，但是姜老师这个教学方式，让毕业几年很少接触过书本的我一下子被吸引住了！编程不难这本也是结合视频观看，动手操作一点一点养成良好的编程习惯、学习编程知识。内容上从英文发音纠正和尽量让我们适应英文环境这点，太实用了！之前一直没纠正过来看英文资料很头疼。
       另一方面，书的排版是真好看！数学之美展现了出来，忍不住收藏纸质书。一直觉得国外的基础教材特别好，虽然对一些读者来说可能会觉得聊的太多，但是对于看了十几年枯燥的书本应付考试为主的我，第一次以书本美观及实用性方面来收藏国内的理科书！",
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4169154674,Cyan_Sun,2024-04-24 21:26:37,江苏,力荐,非常敬佩本书的作者在将图书开源的情况下，还能花力气将图书制作的如此精美，目前这是购买的鸢尾花系列的第四本书，作者用生动的语言将编程语言融合到数学探索中，让人对编程和数学有了更加深入的了解,
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4379936447,晨商院夜书房,2024-12-12 04:59:40,广东,力荐,编程和数学教科书往往是很枯燥乏味的，难得作者很用心的把很多知识点用通俗易懂的文字表达出来，很多书我往往只看一半就束之高阁，这本书居然翻看完了，GitHub的材料也很丰富，b站的视频也很精彩，佩服作者的开源精神，趁双11优惠决定买了一套支持姜博士，加油，中国人也能写出非常好的理工科教程。,
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4346616059,夏天要下雨,2024-11-07 12:00:55,湖北,,内容详实，易懂,
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4351604273,JimSun,2024-11-12 22:30:44,山东,力荐,非常不错的书，作者非常有开源精神，GitHub上可以白嫖，建议有能力的买一本收藏。,
36860643,编程不难 : 全彩图解 + 微课 + Python 编程,4419018989,阿琅,2025-01-20 14:59:09,江苏,力荐,这个级别的质量，还免费全开源，作者已经无法用一句简单的热爱概括了，真真正正的优秀中文入门书籍,
35723705,Python工匠,3189432889,piglei,2022-03-16 09:49:26,,力荐,"自己写的书，想标记上“读过十几遍”的选项。

《Python 工匠》是我的第一本书，写它的过程中，我几乎竭尽所能地想让它容易阅读、容易理解，并努力只将那些“最有用”的知识置入其中。但我也深知自身能力有限，无法处处做到完美。假如你在读它时，发现内容质量不及预期或错漏，还望多多包涵。也欢迎你就书里的内容直接与我交流。",
35723705,Python工匠,3349424814,膘,2022-05-10 22:19:35,,力荐,这是我二十年来读过最好的 Python 语言教材,
35723705,Python工匠,4348027508,有为,2024-11-09 00:12:06,北京,力荐,作者水平很高。,
